,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,target
7605,4552,10,2,0,17,0,5259,9,0,5385,0,10,0,0,0,0,0,0,0,2,Anomaly
7606,4149,7,2,0,17,0,5262,9,0,5406,0,7,0,0,0,0,0,0,0,2,Anomaly
7607,2638,549,1,12,873,527,4934,3,1,5229,4524,350,388,155,1,3,96,22,93,0,Normal
7608,7298,5153,2,0,727,0,139,9,0,116,0,4849,0,0,0,0,0,0,0,2,Anomaly
7609,5217,3,2,0,48,0,5266,9,0,5532,0,3,0,0,0,0,0,0,0,2,Anomaly
7610,6471,4228,1,12,1317,119,3434,9,5,4552,1521,1350,2810,1892,1,3,2306,1967,4,1,Anomaly
7611,7039,5250,3,0,1139,0,125,9,0,353,0,4867,0,0,0,0,0,0,0,5,Anomaly
7612,6501,9,2,0,48,0,5260,9,0,5431,0,9,0,0,0,0,0,0,0,2,Anomaly
7613,614,3621,1,12,558,772,2121,3,1,2146,3351,3698,2310,4442,1,3,158,63,306,0,Normal
7614,89,4746,1,25,711,853,2378,3,1,1590,3271,2888,2417,4286,1,3,42,19,301,0,Normal
7615,5662,9,2,0,48,0,5260,9,0,5431,0,9,0,0,0,0,0,0,0,2,Anomaly
7616,4038,2129,1,5,1146,25,3294,6,5,3964,1850,1506,2195,1641,1,3,972,392,4,1,Anomaly
7617,3476,3756,1,5,86,221,692,6,5,305,2125,4456,4070,3552,1,3,1563,2135,98,1,Anomaly
7618,2797,3934,1,12,580,772,1934,3,1,2049,3208,3604,2621,4510,1,3,108,33,306,0,Normal
7619,7158,2,2,0,48,0,5267,9,0,5569,0,2,0,0,0,0,0,0,0,2,Anomaly
7620,4822,3954,1,5,86,61,575,6,5,249,1152,4535,4164,3650,1,3,2830,2647,32,1,Anomaly
7621,7305,4477,1,13,97,831,964,6,5,199,3411,4622,3035,4616,1,3,2243,2053,419,1,Anomaly
7622,4937,5060,2,0,305,0,164,9,0,122,0,4810,0,0,0,0,0,0,0,2,Anomaly
7623,9787,4,2,0,17,0,5265,9,0,5451,0,4,0,0,0,0,0,0,0,2,Anomaly
7624,8487,4,2,0,190,0,5265,9,0,5621,0,4,0,0,0,0,0,0,0,2,Anomaly
7625,4886,7,2,0,554,0,5262,9,0,5659,0,7,0,0,0,0,0,0,0,2,Anomaly
7626,7945,9,2,0,17,0,5260,9,0,5391,0,9,0,0,0,0,0,0,0,2,Anomaly
7627,1869,161,0,2,28,14,4523,3,1,4286,4061,11,2,0,0,0,0,0,49,0,Normal
7628,2465,181,0,2,28,14,4497,3,1,4254,4023,11,8,0,0,0,0,0,49,0,Normal
7629,1099,9,2,0,17,0,5260,9,0,5391,0,9,0,0,0,0,0,0,0,2,Anomaly
7630,6677,9,2,0,48,0,5260,9,0,5431,0,9,0,0,0,0,0,0,0,2,Anomaly
7631,7459,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Normal
7632,2955,1168,1,31,797,907,4273,3,1,3993,4753,810,838,1564,1,3,203,42,347,0,Normal
7633,9854,9,2,0,17,0,5260,9,0,5391,0,9,0,0,0,0,0,0,0,2,Anomaly
7634,3719,14,2,0,17,0,5255,9,0,5360,0,14,0,0,0,0,0,0,0,2,Anomaly
7635,7407,4493,1,5,352,105,446,9,5,737,956,4457,4496,3675,1,3,3298,2775,54,1,Anomaly
7636,5708,2901,1,5,263,198,1592,6,5,1616,2460,3388,3136,2957,1,3,1686,655,90,1,Normal
7637,1058,4858,1,8,266,77,299,9,5,206,271,4704,4556,3839,1,3,2946,2962,17,1,Normal
7638,3843,3300,1,8,948,75,2328,9,5,3339,1868,2696,2600,1866,1,3,1882,530,17,1,Anomaly
7639,512,4039,1,16,867,622,2806,9,5,2955,2827,2338,2024,1242,1,3,593,846,87,1,Anomaly
7640,2590,737,1,12,548,353,4291,3,1,4481,4089,808,780,407,1,3,33,36,51,0,Normal
7641,2483,899,1,27,732,857,4673,3,1,4684,4813,587,554,1010,1,3,58,26,290,0,Normal
7642,5508,0,2,0,1,0,0,0,0,0,0,5073,0,0,0,0,0,0,0,2,Normal
7643,2275,1093,1,5,74,446,3884,3,1,3276,3635,1232,1142,617,1,3,24,22,179,0,Normal
7644,9588,9,2,0,17,0,5260,9,0,5391,0,9,0,0,0,0,0,0,0,2,Anomaly
7645,4708,1731,1,7,251,699,3256,6,5,2746,3488,1943,1590,4105,1,3,742,1276,281,1,Anomaly
7646,5309,8,3,0,8,0,5261,9,0,5383,0,8,0,0,1,0,0,0,0,5,Normal
7647,3624,11,2,0,48,0,5258,9,0,5414,0,11,0,0,0,0,0,0,0,2,Anomaly
7648,7212,9,2,0,48,0,5260,9,0,5431,0,9,0,0,0,0,0,0,0,2,Anomaly
7649,6323,4899,1,11,1286,82,1510,9,5,3649,258,2627,4474,3813,1,3,1931,1856,4,1,Normal
7650,4991,3002,0,2,186,44,250,9,4,935,745,4728,6,0,0,0,0,0,183,3,Anomaly
7651,4340,5,2,0,48,0,5264,9,0,5482,0,5,0,0,0,0,0,0,0,2,Anomaly
7652,4592,8,2,0,17,0,5261,9,0,5398,0,8,0,0,0,0,0,0,0,2,Anomaly
7653,6362,1919,1,4,199,20,2762,9,5,2390,1717,2170,2158,1923,1,3,1657,1237,5,1,Normal
7654,4090,10,2,0,37,0,5259,9,0,5409,0,10,0,0,0,0,0,0,0,2,Anomaly
7655,7490,4197,2,0,91,0,155,9,0,182,0,4823,0,0,0,0,0,0,0,2,Anomaly
7656,9086,1,2,0,17,0,5268,9,0,5588,0,1,0,0,0,0,0,0,0,2,Anomaly
7657,6950,9,2,0,48,0,5260,9,0,5431,0,9,0,0,0,0,0,0,0,2,Anomaly
7658,6769,5023,2,0,91,0,47,9,0,81,0,4936,0,0,0,0,0,0,0,2,Anomaly
7659,1827,5,2,0,17,0,5264,9,0,5435,0,5,0,0,0,0,0,0,0,2,Anomaly
7660,1612,1172,1,46,907,984,4481,3,1,4461,4903,637,619,1042,1,3,35,23,396,0,Normal
7661,5683,2153,1,4,150,20,2430,9,5,1741,1385,2393,2851,2224,1,3,1838,1666,5,1,Normal
7662,5910,1699,1,5,352,98,3307,9,5,2993,2796,1675,1687,1115,1,3,890,1085,51,1,Anomaly
7663,3893,10,2,0,48,0,5259,9,0,5421,0,10,0,0,0,0,0,0,0,2,Anomaly
7664,6921,3004,1,7,1237,37,3112,9,5,3973,1455,1522,2841,2072,1,3,2102,2030,4,1,Anomaly
7665,9023,9,2,0,17,0,5260,9,0,5391,0,9,0,0,0,0,0,0,0,2,Anomaly
7666,333,4240,1,5,310,25,530,9,5,871,327,4412,4344,3652,1,3,2893,2521,4,1,Anomaly
7667,8588,8,2,0,17,0,5261,9,0,5398,0,8,0,0,0,0,0,0,0,2,Anomaly
7668,9515,5053,1,16,743,478,275,6,5,455,529,4740,4566,3797,1,3,2020,1827,40,1,Anomaly
7669,7756,4238,0,2,268,34,189,9,4,587,185,4827,4,0,0,0,0,0,163,0,Anomaly
7670,1624,9,2,0,17,0,5260,9,0,5391,0,9,0,0,0,0,0,0,0,2,Anomaly
7671,936,3597,1,12,558,772,2143,3,1,2167,3374,3677,2469,4536,1,3,125,39,306,0,Normal
7672,7010,2024,1,17,1141,870,3703,6,5,3981,3847,1394,1324,4017,1,3,846,1207,437,1,Anomaly
7673,4834,8,2,0,37,0,5261,9,0,5427,0,8,0,0,0,0,0,0,0,2,Anomaly
7674,6948,3410,1,5,357,96,1297,9,5,1599,1807,3428,3558,2655,1,3,3334,2902,51,1,Anomaly
7675,7897,9,2,0,17,0,5260,9,0,5391,0,9,0,0,0,0,0,0,0,2,Anomaly
7676,8982,5,2,0,17,0,5264,9,0,5435,0,5,0,0,0,0,0,0,0,2,Anomaly
7677,9014,7,2,0,17,0,5262,9,0,5406,0,7,0,0,0,0,0,0,0,2,Anomaly
7678,681,47,0,2,28,14,4680,3,1,4476,4234,4,4,0,0,0,0,0,49,0,Normal
7679,7758,2371,1,4,699,20,2060,9,5,3116,1104,2699,3453,3062,1,3,654,462,5,1,Anomaly
7680,568,665,1,29,765,883,5066,3,1,4984,5076,205,243,678,1,3,171,25,314,0,Normal
7681,2865,5095,1,112,1168,1070,3693,3,1,2742,4265,1647,1271,4362,1,3,49,25,508,0,Normal
7682,171,3,2,0,244,0,5266,9,0,5668,0,3,0,0,0,0,0,0,0,2,Anomaly
7683,4801,3242,1,7,360,131,1704,9,5,1714,2042,3172,3133,2221,1,3,1063,829,41,1,Anomaly
7684,2455,3746,1,62,994,811,3853,3,1,3376,3473,1201,1193,3872,1,3,132,42,82,0,Normal
7685,3409,3926,1,5,204,25,734,9,5,734,474,4263,4143,3266,1,3,2697,2422,4,1,Normal
7686,4723,2875,1,5,86,170,1350,6,5,581,2311,3917,3107,2931,1,3,2230,1963,74,1,Anomaly
7687,6893,2203,0,2,154,34,410,9,4,1476,1249,4486,9,0,0,0,0,0,163,0,Anomaly
7688,2300,448,0,3,154,24,4138,3,1,4583,3728,845,824,348,0,0,0,0,40,0,Normal
7689,4675,2848,1,8,715,77,2404,9,5,2989,2072,2860,2274,1820,1,3,1008,522,17,1,Anomaly
7690,3787,3533,1,5,405,103,1170,9,5,1648,1767,3608,3873,3082,1,3,2502,2330,53,1,Anomaly
7691,4163,2041,1,13,323,827,3371,6,5,2615,3691,2107,1403,0,1,3,1617,1763,410,1,Anomaly
7692,9879,3546,1,13,703,340,2667,6,5,2704,2588,2513,2107,1248,1,3,938,1307,40,1,Anomaly
7693,3175,3307,1,7,257,267,1420,6,5,1352,2464,3836,3089,2430,1,3,2141,1849,82,1,Normal
7694,8332,4,2,0,14,0,5265,9,0,5446,0,4,0,0,0,0,0,0,0,2,Anomaly
7695,6601,2635,1,5,152,25,1957,9,5,1304,1359,3040,3144,2525,1,3,502,724,4,1,Anomaly
7696,1626,281,0,3,142,21,4805,3,1,5100,4337,415,58,43,0,0,0,0,36,0,Normal
7697,1120,364,1,9,532,380,5201,3,1,5191,4569,48,181,103,1,3,226,51,80,0,Normal
7698,2834,3607,1,12,558,772,2132,3,1,2156,3364,3686,2298,4406,1,3,106,32,306,0,Normal
7699,4169,4517,1,7,243,57,588,9,5,486,536,4346,4315,3403,1,3,2605,2095,16,1,Anomaly
7700,1643,9,2,0,17,0,5260,9,0,5391,0,9,0,0,0,0,0,0,0,2,Anomaly
7701,5052,3471,1,5,86,492,844,6,5,364,2722,4340,3852,3450,1,3,1397,1659,193,1,Anomaly
7702,9856,8,2,0,17,0,5261,9,0,5398,0,8,0,0,0,0,0,0,0,2,Anomaly
7703,4697,4015,1,13,796,389,2388,6,5,2732,2519,2846,2278,1481,1,3,1176,335,48,1,Anomaly
7704,1783,8,2,0,17,0,5261,9,0,5398,0,8,0,0,0,0,0,0,0,2,Anomaly
7705,8299,3506,1,5,152,25,995,9,5,724,694,4024,3869,2951,1,3,1986,1741,4,1,Anomaly
7706,8134,4362,1,5,556,25,455,9,5,1522,273,4542,4424,3730,1,3,2836,2447,4,1,Anomaly
7707,6437,2627,1,5,708,25,1970,9,5,3032,1371,3038,2863,2359,1,3,1742,512,4,1,Anomaly
7708,9405,9,2,0,17,0,5260,9,0,5391,0,9,0,0,0,0,0,0,0,2,Anomaly
7709,9197,4857,1,5,318,25,222,9,5,248,106,4793,4626,3925,1,3,3364,3081,4,1,Anomaly
7710,5891,6,2,0,48,0,5263,9,0,5466,0,6,0,0,0,0,0,0,0,2,Anomaly
7711,9881,9,2,0,17,0,5260,9,0,5391,0,9,0,0,0,0,0,0,0,2,Anomaly
7712,5315,4774,1,9,1211,181,1187,9,5,3526,829,3037,4386,3611,1,3,3246,2915,30,1,Anomaly
7713,9619,9,2,0,14,0,5260,9,0,5387,0,9,0,0,0,0,0,0,0,2,Anomaly
7714,3985,5182,2,0,1117,0,119,9,0,703,0,4869,0,0,0,0,0,0,0,2,Anomaly
7715,4337,11,2,0,17,0,5258,9,0,5377,0,11,0,0,0,0,0,0,0,2,Anomaly
7716,7083,4786,1,89,731,1047,3721,6,5,1620,4411,2287,1184,3966,1,3,1082,428,495,1,Anomaly
7717,6497,9,2,0,48,0,5260,9,0,5431,0,9,0,0,0,0,0,0,0,2,Anomaly
7718,3450,1511,1,5,259,166,3384,6,5,2949,2913,1712,1583,1211,1,3,519,766,73,1,Anomaly
7719,2173,671,1,12,548,353,4363,3,1,4601,4238,706,678,369,1,3,24,20,51,0,Normal
7720,1759,138,0,2,22,10,4551,3,1,4131,3924,9,7,0,0,0,0,0,41,0,Normal
7721,8622,3,2,0,17,0,5266,9,0,5476,0,3,0,0,0,0,0,0,0,2,Anomaly
7722,3955,2,2,0,17,0,5267,9,0,5522,0,2,0,0,0,0,0,0,0,2,Anomaly
7723,2624,890,1,35,825,929,4887,3,1,4833,5033,434,424,823,1,3,174,43,360,0,Normal
7724,4239,8,2,0,48,0,5261,9,0,5443,0,8,0,0,0,0,0,0,0,2,Anomaly
7725,9848,3,2,0,17,0,5266,9,0,5476,0,3,0,0,0,0,0,0,0,2,Anomaly
7726,8313,9,2,0,17,0,5260,9,0,5391,0,9,0,0,0,0,0,0,0,2,Anomaly
7727,3391,2072,1,4,306,20,2542,9,5,2545,1496,2381,2693,2001,1,3,1695,1412,5,1,Normal
7728,5490,4148,1,7,809,57,1164,9,5,2723,977,3545,3968,3031,1,3,1607,682,16,1,Normal
7729,7144,10,2,0,48,0,5259,9,0,5421,0,10,0,0,0,0,0,0,0,2,Anomaly
7730,6531,4324,1,9,1284,64,2949,9,5,3930,976,1744,3523,2719,1,3,2851,2770,4,1,Anomaly
7731,8715,5,2,0,48,0,5264,9,0,5482,0,5,0,0,0,0,0,0,0,2,Anomaly
7732,5981,5,2,0,5,0,5264,9,0,5404,0,5,0,0,0,0,0,0,0,2,Normal
7733,1596,9,2,0,17,0,5260,9,0,5391,0,9,0,0,0,0,0,0,0,2,Anomaly
7734,8864,3,2,0,17,0,5266,9,0,5476,0,3,0,0,0,0,0,0,0,2,Anomaly
7735,2339,1792,1,12,548,353,3637,3,1,3196,3007,1576,1397,1043,1,3,285,121,51,0,Normal
7736,7926,9,2,0,17,0,5260,9,0,5391,0,9,0,0,0,0,0,0,0,2,Anomaly
7737,9229,8,2,0,17,0,5261,9,0,5398,0,8,0,0,0,0,0,0,0,2,Anomaly
7738,7418,4,2,0,14,0,5265,9,0,5446,0,4,0,0,0,0,0,0,0,2,Anomaly
7739,8252,8,2,0,17,0,5261,9,0,5398,0,8,0,0,0,0,0,0,0,2,Anomaly
7740,2946,242,0,2,28,14,4353,3,1,3947,3790,9,5,0,0,0,0,0,49,0,Normal
7741,9731,8,2,0,17,0,5261,9,0,5398,0,8,0,0,0,0,0,0,0,2,Anomaly
7742,134,4802,1,24,1344,538,3291,6,5,4250,2097,1466,2655,1764,1,3,1030,697,24,1,Anomaly
7743,9865,8,2,0,17,0,5261,9,0,5398,0,8,0,0,0,0,0,0,0,2,Anomaly
7744,5285,9,3,0,8,0,5260,9,0,5374,0,9,0,0,1,0,0,0,0,5,Normal
7745,2597,422,1,12,879,527,5158,3,1,5279,4700,108,130,76,1,3,51,21,93,0,Normal
7746,4790,10,2,0,17,0,5259,9,0,5385,0,10,0,0,0,0,0,0,0,2,Anomaly
7747,676,2139,1,4,260,20,2457,9,5,2379,1403,2451,2895,2357,1,3,1010,481,5,1,Anomaly
7748,9534,1967,1,4,269,20,2686,9,5,2561,1646,2159,2477,1804,1,3,1299,855,5,1,Anomaly
7749,7582,1640,1,13,318,835,3689,6,5,3001,3991,1640,1273,3997,1,3,443,210,432,1,Anomaly
7750,8951,5,2,0,40,0,5264,9,0,5472,0,5,0,0,0,0,0,0,0,2,Anomaly
7751,7270,5265,2,0,10,0,1,0,0,2,0,5044,0,0,0,0,0,0,0,2,Normal
7752,6066,4792,1,5,132,25,242,9,5,143,124,4765,4611,3928,1,3,2754,2622,4,1,Normal
7753,1873,703,1,29,765,900,5023,3,1,4935,5064,253,291,709,1,3,77,26,335,0,Normal
7754,2925,128,0,2,28,14,4565,3,1,4346,4133,9,7,0,0,0,0,0,49,0,Normal
7755,1141,8,2,0,17,0,5261,9,0,5398,0,8,0,0,0,0,0,0,0,2,Anomaly
7756,9805,5,2,0,17,0,5264,9,0,5435,0,5,0,0,0,0,0,0,0,2,Anomaly
7757,4998,3442,1,32,435,949,3439,6,5,1869,3788,2326,1383,4015,1,3,740,1185,421,1,Anomaly
7758,3082,1224,1,27,748,866,4063,3,1,3796,4547,987,981,472,1,3,330,56,312,0,Normal
7759,0,2032,1,5,286,212,2782,6,5,2547,2794,2316,2048,1559,1,3,1631,1589,94,1,Normal
7760,4428,9,2,0,48,0,5260,9,0,5431,0,9,0,0,0,0,0,0,0,2,Anomaly
7761,9335,8,2,0,17,0,5261,9,0,5398,0,8,0,0,0,0,0,0,0,2,Anomaly
7762,160,3,2,0,48,0,5266,9,0,5532,0,3,0,0,0,0,0,0,0,2,Anomaly
7763,8458,4601,1,34,450,958,2776,6,5,856,3598,3379,1656,4186,1,3,1295,1871,424,1,Anomaly
7764,1848,5,2,0,17,0,5264,9,0,5435,0,5,0,0,0,0,0,0,0,2,Anomaly
7765,9623,9,2,0,37,0,5260,9,0,5416,0,9,0,0,0,0,0,0,0,2,Anomaly
7766,2609,146,0,2,22,10,4541,3,1,4120,3915,9,7,0,0,0,0,0,41,0,Normal
7767,4371,8,2,0,48,0,5260,9,0,5431,0,9,0,0,0,0,0,0,0,2,Anomaly
7768,4760,2110,1,5,242,160,2671,6,5,2347,2691,2422,2244,1632,1,3,857,637,70,1,Anomaly
7769,526,1,2,0,37,0,5268,9,0,5626,0,1,0,0,0,0,0,0,0,2,Anomaly
7770,5038,3965,1,8,281,75,1373,9,5,1019,1479,5001,4694,4690,1,3,900,750,17,1,Normal
7771,4722,6,2,0,48,0,5263,9,0,5466,0,6,0,0,0,0,0,0,0,2,Anomaly
7772,7339,0,2,0,1,0,0,0,0,0,0,5063,0,0,0,0,0,0,0,2,Normal
7773,9560,6,2,0,17,0,5263,9,0,5417,0,6,0,0,0,0,0,0,0,2,Anomaly
7774,6734,36,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Anomaly
7775,5332,10,2,0,387,0,5259,9,0,5574,0,10,0,0,0,0,0,0,0,2,Anomaly
7776,7377,9,2,0,57,0,5260,9,0,5444,0,9,0,0,0,0,0,0,0,2,Anomaly
7777,9757,5124,2,0,305,0,121,9,0,83,0,4866,0,0,0,0,0,0,0,2,Anomaly
7778,2669,91,0,2,28,14,4611,3,1,4401,4193,9,7,0,0,0,0,0,49,0,Normal
7779,3903,11,2,0,17,0,5258,9,0,5377,0,11,0,0,0,0,0,0,0,2,Anomaly
7780,752,999,0,3,138,21,3813,3,1,3493,3084,1153,1171,509,0,0,0,0,36,0,Normal
7781,8281,3,2,0,17,0,5266,9,0,5476,0,3,0,0,0,0,0,0,0,2,Anomaly
7782,9673,1624,1,16,315,868,3747,6,5,3014,4284,1625,1199,3995,1,3,653,921,455,1,Anomaly
7783,5867,4889,1,9,752,97,329,9,5,1378,286,4676,4527,3766,1,3,2630,2597,12,1,Normal
7784,9165,8,2,0,17,0,5261,9,0,5398,0,8,0,0,0,0,0,0,0,2,Anomaly
7785,2161,1072,1,35,835,925,4498,3,1,4538,4860,631,613,243,1,3,130,54,350,0,Normal
7786,3504,3228,1,4,703,20,1028,9,5,2781,461,3605,4176,3481,1,3,2066,2068,5,1,Normal
7787,8146,3,2,0,37,0,5266,9,0,5520,0,3,0,0,0,0,0,0,0,2,Anomaly
7788,2158,732,1,12,548,353,4298,3,1,4489,4101,795,769,436,1,3,26,23,51,0,Normal
7789,3315,2254,1,4,115,20,2272,9,5,1461,1226,2480,2991,2272,1,3,1896,1377,5,1,Normal
7790,7219,2585,1,37,427,989,3705,6,5,2479,4352,2096,1200,3976,1,3,881,1242,496,1,Normal
7791,3550,2724,1,5,703,25,1832,9,5,2991,1292,3081,3006,2258,1,3,1689,1092,4,1,Normal
7792,7993,9,2,0,17,0,5260,9,0,5391,0,9,0,0,0,0,0,0,0,2,Anomaly
7793,6239,4,2,0,48,0,5265,9,0,5504,0,4,0,0,0,0,0,0,0,2,Anomaly
7794,3283,2339,1,8,245,75,2904,9,5,2076,2379,2199,1910,1209,1,3,863,209,17,1,Normal
7795,543,4394,1,28,408,914,2848,6,5,1059,3574,2980,1623,4176,1,3,1629,975,386,1,Anomaly
7796,9748,3,2,0,17,0,5266,9,0,5476,0,3,0,0,0,0,0,0,0,2,Anomaly
7797,7064,8,2,0,14,0,5261,9,0,5394,0,8,0,0,0,0,0,0,0,2,Normal
7798,6668,10,2,0,48,0,5259,9,0,5421,0,10,0,0,0,0,0,0,0,2,Anomaly
7799,8992,3,2,0,17,0,5266,9,0,5476,0,3,0,0,0,0,0,0,0,2,Anomaly
7800,9725,8,2,0,17,0,5261,9,0,5398,0,8,0,0,0,0,0,0,0,2,Anomaly
7801,5345,5,2,0,60,0,5264,9,0,5499,0,5,0,0,0,0,0,0,0,2,Normal
7802,628,360,1,9,532,380,5211,3,1,5195,4574,45,176,94,1,3,173,40,80,0,Normal
7803,2733,126,0,2,28,14,4567,3,1,4348,4135,11,8,0,0,0,0,0,49,0,Normal
7804,9874,9,2,0,17,0,5260,9,0,5391,0,9,0,0,0,0,0,0,0,2,Anomaly
7805,2805,3124,1,62,990,807,3912,3,1,3443,3525,1140,1118,3803,1,3,100,25,80,0,Normal
7806,1913,4494,1,18,917,600,2415,3,1,2832,2659,2865,2280,1996,1,3,195,53,60,0,Normal
7807,4729,1933,1,5,260,451,2890,6,5,2573,2986,2188,1930,1364,1,3,1665,1765,181,1,Anomaly
7808,3598,1897,1,5,265,585,2930,6,5,2605,3132,2154,1990,1801,1,3,470,212,238,1,Anomaly
7809,1733,507,1,15,642,530,5188,3,1,5204,4599,128,62,521,1,3,266,28,60,0,Normal
7810,2815,210,0,2,28,14,4464,3,1,4202,3963,9,1,0,0,0,0,0,49,0,Normal
7811,6944,7,2,0,502,0,5262,9,0,5651,0,7,0,0,0,0,0,0,0,2,Anomaly
7812,1302,1259,1,9,532,380,3933,3,1,3562,3495,1093,1155,579,1,3,112,23,80,0,Normal
7813,7225,5070,1,7,245,304,160,6,5,106,184,4868,4652,4055,1,3,960,1531,92,1,Normal
7814,6610,3903,1,5,1098,25,1616,9,5,3559,492,2668,4043,3452,1,3,3317,3025,4,1,Anomaly
7815,3988,8,2,0,37,0,5261,9,0,5427,0,8,0,0,0,0,0,0,0,2,Anomaly
7816,4104,9,2,0,37,0,5260,9,0,5416,0,9,0,0,0,0,0,0,0,2,Anomaly
7817,869,3436,1,62,991,820,3880,3,1,3408,3508,1179,1165,3864,1,3,78,15,91,0,Normal
7818,9893,5,2,0,17,0,5264,9,0,5435,0,5,0,0,0,0,0,0,0,2,Anomaly
7819,3889,4007,1,5,86,333,539,6,5,241,2307,4552,4177,3616,1,3,2567,2500,150,1,Anomaly
7820,656,357,1,5,1011,33,4991,3,1,5335,4187,201,468,251,1,3,100,35,13,0,Normal
7821,9185,10,2,0,17,0,5259,9,0,5385,0,10,0,0,0,0,0,0,0,2,Anomaly
7822,2267,1793,1,8,93,759,3157,3,1,1866,3581,2291,1553,4134,1,3,114,49,348,0,Normal
7823,3356,3905,1,5,687,25,753,9,5,2504,491,4235,4122,3657,1,3,2293,1740,4,1,Normal
7824,578,722,1,12,548,353,4310,3,1,4500,4119,785,758,379,1,3,17,16,51,0,Normal
7825,4637,3354,1,5,137,25,1136,9,5,753,817,3886,3694,3175,1,3,2358,2328,4,1,Anomaly
7826,8448,3,2,0,17,0,5266,9,0,5476,0,3,0,0,0,0,0,0,0,2,Anomaly
7827,8839,8,2,0,17,0,5261,9,0,5398,0,8,0,0,0,0,0,0,0,2,Anomaly
7828,2422,4942,1,31,760,643,1985,3,1,1169,2139,3240,2769,2647,1,3,106,23,29,0,Normal
7829,9723,3,2,0,17,0,5266,9,0,5476,0,3,0,0,0,0,0,0,0,2,Anomaly
7830,9239,3,2,0,17,0,5266,9,0,5476,0,3,0,0,0,0,0,0,0,2,Anomaly
7831,6724,3368,1,5,164,25,1125,9,5,859,805,3666,3534,2939,1,3,3114,2086,4,1,Anomaly
7832,4854,2855,1,4,300,20,1372,9,5,1766,687,3299,3807,3169,1,3,1814,821,5,1,Anomaly
7833,2617,2306,1,25,1229,621,3792,3,1,4398,3093,1252,1303,850,1,3,195,98,40,0,Normal
7834,7143,3,2,0,37,0,5266,9,0,5520,0,3,0,0,0,0,0,0,0,2,Anomaly
7835,4003,3043,1,5,137,25,1451,9,5,928,1038,3493,3273,2618,1,3,2301,1031,4,1,Anomaly
7836,5973,9,2,0,5,0,5260,9,0,5362,0,9,0,0,0,0,0,0,0,2,Normal
7837,203,4079,1,16,920,629,2783,9,5,3096,2821,2366,2062,1263,1,3,716,1093,90,1,Anomaly
7838,243,1003,1,44,891,983,4888,3,1,4814,5110,429,430,810,1,3,199,40,405,0,Normal
7839,9666,5,2,0,17,0,5264,9,0,5435,0,5,0,0,0,0,0,0,0,2,Anomaly
7840,6298,3257,1,4,142,20,1001,9,5,828,451,3602,4187,3424,1,3,1585,676,5,1,Normal
7841,2131,67,0,2,28,14,4646,3,1,4439,4216,9,4,0,0,0,0,0,49,0,Normal
7842,3149,4974,1,112,1177,1070,3915,3,1,3326,4503,1211,1086,4230,1,3,128,14,508,0,Normal
7843,688,986,1,44,891,983,4924,3,1,4837,5132,405,405,794,1,3,223,50,405,0,Normal
7844,966,125,0,2,28,14,4569,3,1,4351,4140,9,7,0,0,0,0,0,49,0,Normal
7845,7344,2421,0,3,45,28,570,9,5,229,1517,2634,4133,3227,1,3,2512,1997,58,0,Anomaly
7846,5341,2236,1,5,388,105,2646,9,5,2568,2487,2268,2138,1556,1,3,2522,1027,54,1,Normal
7847,5244,10,2,0,387,0,5259,9,0,5574,0,10,0,0,0,0,0,0,0,2,Normal
7848,9635,5,2,0,17,0,5264,9,0,5435,0,5,0,0,0,0,0,0,0,2,Anomaly
7849,1814,369,0,3,154,22,4235,3,1,4697,3779,744,690,264,0,0,0,0,38,0,Normal
7850,2204,1141,1,25,1225,621,4280,3,1,5249,3810,703,898,476,1,3,77,40,40,0,Normal
7851,4528,4769,1,14,419,351,901,6,5,531,1657,4226,3780,4377,1,3,1398,1866,34,1,Anomaly
7852,1828,849,1,35,827,937,4975,3,1,4892,5109,345,354,753,1,3,179,45,369,0,Normal
7853,6574,2427,1,26,396,946,3633,6,5,2512,4228,2108,1301,4030,1,3,718,1010,483,1,Anomaly
7854,5546,10,2,0,471,0,5259,9,0,5596,0,10,0,0,0,0,0,0,0,2,Normal
7855,8357,9,2,0,17,0,5260,9,0,5391,0,9,0,0,0,0,0,0,0,2,Anomaly
7856,5257,9,2,0,48,0,5260,9,0,5431,0,9,0,0,0,0,0,0,0,2,Anomaly
7857,4179,10,2,0,17,0,5259,9,0,5385,0,10,0,0,0,0,0,0,0,2,Anomaly
7858,4910,11,2,0,17,0,5258,9,0,5377,0,11,0,0,0,0,0,0,0,2,Anomaly
7859,3373,2,2,0,387,0,5267,9,0,5702,0,2,0,0,0,0,0,0,0,2,Normal
7860,6324,6,2,0,48,0,5263,9,0,5466,0,6,0,0,0,0,0,0,0,2,Anomaly
7861,6819,1604,1,4,1044,20,3536,9,5,3929,2146,1346,1926,1472,1,3,813,1116,5,1,Anomaly
7862,8005,9,2,0,17,0,5260,9,0,5391,0,9,0,0,0,0,0,0,0,2,Anomaly
7863,6792,3209,1,5,161,25,1271,9,5,932,916,3732,3482,3156,1,3,2767,2230,4,1,Anomaly
7864,2836,823,1,12,548,353,4124,3,1,4134,3824,950,912,462,1,3,40,23,51,0,Normal
7865,5604,1,2,0,48,0,5268,9,0,5653,0,1,0,0,0,0,0,0,0,2,Anomaly
